Film,Année,Catégorie,Genre,Durée (min),Metascore,Score imdb,Nb votes,CA(gross)
À ceux qui nous ont offensés,2016,R,"['Action', 'Crime', 'Drama']",99,50,58.0,7,NaN
Ophelia,2018,PG-13,"['Drama', 'History', 'Romance']",114,60,66.0,7321,50722
Vatel,2000,Tous publics,"['Biography', 'Drama', 'Romance']",103,44,66.0,7316,49464
Moi qui ai servi le roi d'Angleterre,2006,R,"['Comedy', 'Drama', 'Romance']",113,72,74.0,7314,617228
Le tao de Steve,2000,R,"['Comedy', 'Drama', 'Romance']",87,70,66.0,7313,4340373
She Hate Me,2004,Tous publics,"['Comedy', 'Drama']",138,30,53.0,7312,365134
Goat,2016,R,['Drama'],96,64,57.0,7300,23020
Une belle fin,2013,Tous Public,['Drama'],92,45,74.0,7,NaN
Manipulation,2015,R,"['Drama', 'Thriller']",91,32,57.0,7,NaN
High School,2010,R,['Comedy'],99,31,58.0,7292,139034
Passion Play,2010,R,"['Drama', 'Fantasy', 'Romance']",94,22,46.0,7286,3669
Killing Ground,2016,NaN,"['Horror', 'Thriller']",88,59,58.0,7,NaN
Jem et les Hologrammes,2015,Tous publics,"['Adventure', 'Drama', 'Family']",118,42,42.0,7281,2184640
En secret,2011,R,['Drama'],107,65,58.0,7281,441404
Adorables ennemies,2017,R,"['Comedy', 'Drama']",108,40,66.0,7280,1782667
Cuban Network,2019,Tous publics,"['Crime', 'Drama', 'Thriller']",127,54,58.0,7,NaN
La British Compagnie,2016,NaN,"['Comedy', 'War']",100,38,52.0,7,NaN
Love Liza,2002,R,"['Comedy', 'Drama']",90,58,70.0,7271,211724
The Tracey Fragments,2007,R,['Drama'],77,54,62.0,7270,31576
Le tombeau,2001,Tous publics,"['Drama', 'Mystery', 'Romance']",109,21,54.0,7263,33565
Permis d'aimer,2014,R,"['Comedy', 'Drama', 'Romance']",90,59,64.0,7260,3446820
Uzumaki,2000,NaN,"['Drama', 'Fantasy', 'Horror']",90,62,62.0,7,NaN
The Tortured,2010,R,"['Horror', 'Thriller']",79,9,55.0,7,NaN
October Baby,2011,PG-13,['Drama'],107,32,67.0,7254,5355847
Hevi reissu,2018,NaN,"['Comedy', 'Music']",92,72,70.0,7243,10153
L'échappée belle,2017,Tous publics,"['Adventure', 'Comedy', 'Drama']",112,45,67.0,7241,3226443
Le coucou,2002,PG-13,"['Comedy', 'Drama', 'War']",99,69,78.0,7241,243187
Détestables nous,2014,Tous publics,['Comedy'],87,52,58.0,7,NaN
Saawariya,2007,Tous Public,"['Drama', 'Musical', 'Romance']",142,44,52.0,7236,885574
So Close,2002,Tous publics,"['Action', 'Crime', 'Thriller']",111,66,67.0,7233,76584
Le joueur de base-ball était un espion,2018,R,"['Biography', 'Drama', 'History']",98,49,62.0,7221,712438
Empire,2002,R,"['Crime', 'Drama', 'Thriller']",90,38,60.0,7218,17504595
Villains,2019,R,"['Comedy', 'Drama', 'Horror']",90,63,62.0,7,NaN
Don't Come Knocking,2005,R,"['Drama', 'Music']",122,55,66.0,7216,438732
The Anomaly,2014,NaN,"['Action', 'Mystery', 'Sci-Fi']",97,27,47.0,7,NaN
Ted Bundy,2002,R,"['Biography', 'Crime', 'Drama']",99,37,58.0,7207,6073
Why Stop Now?,2012,R,"['Comedy', 'Drama']",85,36,56.0,7203,1641
Trouble Every Day,2001,16,"['Drama', 'Horror', 'Thriller']",101,40,60.0,7202,9189
Voces inocentes,2004,Tous Public,"['Drama', 'Thriller', 'War']",120,66,79.0,7199,837000
At Any Price,2012,R,"['Drama', 'Sport', 'Thriller']",105,61,56.0,7192,379791
1BR: The Apartment,2019,NaN,"['Drama', 'Horror', 'Thriller']",90,56,58.0,7,NaN
Song for Marion,2012,Tous Public,"['Comedy', 'Drama', 'Music']",90,57,70.0,7178,1697294
Johnson Family Vacation,2004,PG-13,['Comedy'],97,29,45.0,7171,31179516
Sweet Country,2017,16,"['Adventure', 'Crime', 'Drama']",113,87,69.0,7156,95609
I Am David,2003,Tous Public,"['Adventure', 'Drama']",90,47,72.0,7153,284002
Inheritance,2020,NaN,"['Drama', 'Mystery', 'Thriller']",111,31,55.0,7,NaN
Kidnappés,2010,16,"['Action', 'Adventure', 'Crime']",85,49,64.0,7,NaN
Submergence,2017,NaN,"['Drama', 'Romance', 'Thriller']",112,38,54.0,7,NaN
Pee-wee's Big Holiday,2016,Tous Public,"['Comedy', 'Family']",90,63,61.0,7,NaN
Les couleurs du destin,2010,Tous publics,['Drama'],134,50,61.0,7132,37721949
Battle for Haditha,2007,Tous publics,"['Drama', 'History', 'War']",97,65,69.0,7123,7098
Les bruits de Recife,2012,Tous publics,"['Drama', 'Thriller']",131,77,72.0,7120,32240
Manglehorn,2014,Tous Public,['Drama'],97,56,56.0,7116,132075
Irina Palm,2007,R,['Drama'],103,55,72.0,7106,44064
Snabba cash II,2012,NaN,"['Action', 'Crime', 'Drama']",99,57,63.0,7,NaN
The Cut,2014,Tous publics avec avertissement,"['Adventure', 'Drama', 'Fantasy']",138,56,62.0,7102,28066
"Le Gangster, le flic & l'assassin",2019,12,"['Action', 'Crime', 'Drama']",109,65,69.0,7096,216494
La Naissance du Dragon,2016,PG-13,"['Action', 'Biography', 'Drama']",95,35,55.0,7091,6901965
Le club des coeurs brisés,2000,NaN,"['Comedy', 'Drama', 'Romance']",94,51,69.0,7091,1744858
"Paul, apôtre du Christ",2018,Tous publics,"['Adventure', 'Biography', 'Drama']",108,52,66.0,7081,17560475
Reconstruction,2003,Tous Public,"['Drama', 'Romance']",92,60,74.0,7079,72762
Welcome,2009,Tous publics,['Drama'],110,61,75.0,7075,13461
L'heure d'été,2008,Tous Public,"['Drama', 'Family']",103,85,72.0,7074,1641025
12h08 à l'est de Bucarest,2006,NaN,"['Comedy', 'Drama']",89,77,74.0,7070,88066
The King,2005,R,"['Drama', 'Thriller']",105,58,67.0,7065,281326
Chez les heureux du monde,2000,Tous publics,"['Romance', 'Drama']",135,78,70.0,7063,3041803
Le jour de mon retour,2017,Tous publics,"['Adventure', 'Biography', 'Drama']",112,60,60.0,7,NaN
Les sextuplés,2019,7,['Comedy'],97,21,44.0,7,NaN
Avez-vous la foi?,2015,Tous publics,['Drama'],120,22,61.0,7050,12985267
The Harvest,2013,NaN,"['Drama', 'Mystery', 'Thriller']",104,68,61.0,7,NaN
Bokeh,2017,NaN,"['Drama', 'Sci-Fi']",92,56,50.0,7,NaN
Miss Violence,2013,NaN,['Drama'],98,75,71.0,7,NaN
Why don't you play in Hell,2013,NaN,"['Action', 'Comedy']",129,68,72.0,7018,28534
Le Caire Confidentiel,2017,Tous publics,"['Crime', 'Drama', 'Mystery']",111,70,67.0,7015,81089
Flower,2017,R,"['Comedy', 'Drama']",90,45,60.0,7013,327628
"The Prize Winner of Defiance, Ohio",2005,PG-13,"['Biography', 'Drama']",99,58,73.0,7013,626310
Every Secret Thing,2014,R,"['Crime', 'Drama', 'Mystery']",93,46,61.0,7,NaN
Delhi-6,2009,NaN,['Drama'],141,45,61.0,7010,879913
Ana,2002,Tous Public,"['Comedy', 'Drama']",90,71,68.0,7007,5844929
About Alex,2014,R,['Drama'],99,45,64.0,7,NaN
Mr. Nice,2010,NaN,"['Biography', 'Comedy', 'Crime']",121,60,64.0,6,NaN
Rose & Cassandra,2003,Tous publics,"['Drama', 'Romance']",113,63,69.0,6986,1174139
Cabin Fever 3,2014,NaN,"['Horror', 'Sci-Fi']",91,30,44.0,6,NaN
J'y crois encore,2020,Tous Public,"['Biography', 'Drama', 'Music']",116,41,65.0,6,NaN
Downhill,2020,R,"['Comedy', 'Drama']",86,49,48.0,6,NaN
Soldiers of Fortune,2012,R,"['Action', 'Thriller']",94,19,43.0,6971,38842
Rebelle,2012,12,"['Drama', 'War']",90,84,71.0,6969,70544
Pour le meilleur et pour le pire,2005,Tous publics,"['Comedy', 'Family', 'Romance']",90,31,33.0,6962,12834056
Daddy's Little Girls,2007,PG-13,"['Drama', 'Romance']",100,49,58.0,6957,31339647
Arthur Newman,2012,R,['Drama'],93,42,57.0,6,NaN
Hyena Road,2015,R,"['Action', 'Drama', 'War']",120,44,65.0,6954,1430
Search Party,2014,R,"['Adventure', 'Comedy']",93,22,56.0,6,NaN
Il est toujours temps d'aimer,2015,PG-13,"['Comedy', 'Drama', 'Romance']",92,75,67.0,6944,7425963
The Zodiac,2005,12,"['Crime', 'Drama', 'Horror']",158,21,54.0,6942,44785
Journal d'un dégonflé: un looong voyage,2017,Tous Public,"['Comedy', 'Family']",91,39,43.0,6941,20638993
Max,2002,R,"['Drama', 'War']",106,56,65.0,6940,527019
Deuces Wild,2002,R,"['Action', 'Crime', 'Drama']",96,16,57.0,6939,6044618
Un homme à la hauteur,2016,NaN,"['Comedy', 'Romance']",98,48,63.0,6,NaN
Elektra Luxx,2010,R,"['Comedy', 'Drama']",104,50,51.0,6909,10822
The Fanatic,2019,R,"['Crime', 'Thriller']",88,18,42.0,6,NaN
Tunnel,2016,Tous publics,"['Action', 'Drama']",126,68,69.0,6,NaN
La tourneuse de pages,2006,Tous publics,"['Drama', 'Music', 'Thriller']",85,67,70.0,6890,206647
L'homme du train,2002,Tous publics,"['Crime', 'Drama', 'Thriller']",90,75,71.0,6890,2541320
En cavale,2016,R,"['Action', 'Crime', 'Drama']",93,23,56.0,6886,13040
Secret Sunshine,2007,Tous publics,['Drama'],142,84,75.0,6,NaN
Mafia parano,2000,Tous publics,"['Comedy', 'Crime', 'Romance']",101,42,57.0,6873,1631839
Mon grand-père et moi,2020,Tous publics,"['Comedy', 'Drama', 'Family']",94,34,55.0,6,NaN
La graine et le mulet,2007,Tous publics,['Drama'],151,83,74.0,6869,86356
Wrong Cops,2013,Tous publics,"['Comedy', 'Crime']",83,25,60.0,6,NaN
Bomb City,2017,NaN,"['Crime', 'Drama']",98,65,68.0,6860,59329
Evidence,2013,NaN,"['Crime', 'Mystery', 'Thriller']",94,14,54.0,6,NaN
Dronningen,2019,NaN,['Drama'],127,67,72.0,6,NaN
Mia madre,2015,Tous publics,['Drama'],106,70,68.0,6852,301664
Lovely & Amazing,2001,R,"['Comedy', 'Drama', 'Romance']",91,75,67.0,6850,4186931
Shimotsuma monogatari,2004,Tous publics,['Comedy'],102,56,72.0,6,NaN
Late Phases,2014,NaN,['Horror'],95,51,60.0,6,NaN
Bad Milo!,2013,R,"['Comedy', 'Horror']",85,62,57.0,6838,19613
Death of a President,2006,R,"['Crime', 'Drama', 'Mystery']",97,49,63.0,6832,519086
Good,2008,R,"['Drama', 'Romance', 'War']",92,40,62.0,6828,23091
Les Aventures de Porcinet,2003,Tous Public,"['Animation', 'Adventure', 'Comedy']",75,62,62.0,6827,23103423
Redivider,2017,R,"['Action', 'Sci-Fi', 'Thriller']",91,31,48.0,6,NaN
Les chats persans,2009,Tous publics,"['Drama', 'Music']",106,71,71.0,6824,79848
Absolution in love - The Cake Eaters,2007,R,"['Comedy', 'Drama', 'Romance']",86,60,63.0,6,NaN
A Kind of Murder,2016,R,"['Crime', 'Drama', 'Thriller']",95,50,53.0,6819,1806
Life During Wartime,2009,Tous publics,"['Comedy', 'Drama']",98,69,64.0,6815,278821
Starlet,2012,NaN,['Drama'],103,74,68.0,6812,87910
White Material,2009,NaN,"['Drama', 'War']",106,81,69.0,6809,302819
Brooklyn Village,2016,Tous publics,['Drama'],85,86,67.0,6803,702191
Mad detective,2007,NaN,"['Action', 'Crime', 'Mystery']",89,68,72.0,6801,4629
Inside Job,2003,Tous publics,['Thriller'],91,61,60.0,6,NaN
Kickin' It Old Skool,2007,PG-13,['Comedy'],109,18,46.0,6798,4500147
The Tax Collector,2020,18,"['Action', 'Crime', 'Drama']",95,22,47.0,6,NaN
The Big Bang,2010,R,"['Action', 'Mystery', 'Thriller']",101,25,54.0,6,NaN
At the Devil's Door,2014,NaN,['Horror'],91,47,48.0,6,NaN
Big Ass Spider!,2013,PG-13,"['Action', 'Adventure', 'Comedy']",80,53,53.0,6,NaN
Gray Matters,2006,PG-13,"['Comedy', 'Romance']",96,31,58.0,6777,59619
Shorts,2009,PG,"['Comedy', 'Family', 'Fantasy']",89,53,47.0,6770,20916309
Respire,2014,NaN,['Drama'],91,78,71.0,6768,42297
Digimon - Le film,2000,Tous publics,"['Animation', 'Action', 'Adventure']",82,20,61.0,6768,9631153
Yossi & Jagger,2002,R,"['Drama', 'Romance', 'War']",65,70,71.0,6,NaN
Ten,2002,Tous publics,['Drama'],89,86,75.0,6760,105656
Le Dernier Vice-Roi des Indes,2017,Tous publics,"['Biography', 'Drama', 'History']",106,53,67.0,6757,1105717
Dirty Love,2005,Tous publics,"['Comedy', 'Romance']",91,9,36.0,6755,58116
Paulette,2012,Tous publics,"['Comedy', 'Crime']",87,40,66.0,6749,29494
Une grande fille,2019,Tous publics,"['Drama', 'War']",130,84,71.0,6,NaN
Loin des hommes,2014,NaN,"['Drama', 'War', 'Western']",101,74,72.0,6,NaN
Dedication,2007,R,"['Comedy', 'Drama', 'Romance']",95,50,67.0,6731,91169
Avril brisé,2001,Tous publics,['Drama'],105,73,76.0,6731,64210
Dans les cordes,2004,Tous Public,"['Biography', 'Drama', 'Romance']",110,36,53.0,6730,5884190
The Fighting Temptations,2003,Tous Public,"['Comedy', 'Drama', 'Music']",123,53,56.0,6730,30238577
Bounty Killer,2013,R,"['Action', 'Sci-Fi', 'Thriller']",92,48,55.0,6,NaN
Le fantôme de Sarah Williams,2000,Tous publics,"['Drama', 'Mystery', 'Romance']",105,59,65.0,6725,327418
The Family That Preys,2008,PG-13,['Drama'],111,49,57.0,6724,37019849
Prevenge,2016,NaN,"['Comedy', 'Crime', 'Drama']",88,71,59.0,6,NaN
Avril et le monde truqué,2015,Tous publics,"['Animation', 'Adventure', 'Comedy']",105,85,73.0,6717,294313
The Sky Is Pink,2019,NaN,"['Drama', 'Romance']",143,55,75.0,6,NaN
Code 211,2018,Tous publics,"['Action', 'Crime', 'Drama']",86,21,44.0,6,NaN
Atlas Shrugged II: The Strike,2012,PG-13,"['Drama', 'Mystery', 'Sci-Fi']",111,26,53.0,6707,3336053
Citadel,2012,R,"['Drama', 'Horror', 'Thriller']",84,60,55.0,6,NaN
Miel,2010,NaN,['Drama'],103,70,72.0,6,NaN
One Night with the King,2006,PG,"['Biography', 'Drama', 'History']",123,38,61.0,6701,13395961
Les démons à ma porte,2000,Tous publics,"['Comedy', 'Drama', 'War']",139,70,82.0,6696,18223
Jug Face,2013,R,"['Drama', 'Horror', 'Thriller']",81,58,52.0,6,NaN
Save the Date,2012,R,"['Comedy', 'Romance']",97,54,58.0,6687,3755
12 and Holding,2005,R,['Drama'],95,65,75.0,6686,95687
A Girl Like Her,2015,PG-13,['Drama'],91,54,70.0,6,NaN
Notre Maison,2018,PG-13,"['Drama', 'Horror', 'Mystery']",90,45,53.0,6,NaN
Small Crimes,2017,16,"['Crime', 'Drama', 'Thriller']",95,60,58.0,6,NaN
Sea Fever,2019,NaN,"['Drama', 'Horror', 'Mystery']",95,60,57.0,6,NaN
La tête en friche,2010,Tous publics,"['Comedy', 'Drama']",82,59,72.0,6,NaN
La guerre des pères,2010,Tous publics,"['Comedy', 'Romance']",103,38,50.0,6671,20246959
Bones,2001,16,"['Crime', 'Horror']",96,42,42.0,6661,7307756
Robots Supremacy,2014,Tous Public,"['Action', 'Adventure', 'Sci-Fi']",90,47,46.0,6,NaN
Mascots,2016,NaN,['Comedy'],89,57,57.0,6,NaN
Wolf Warrior 2,2017,NaN,"['Action', 'Adventure', 'Drama']",123,44,60.0,6647,2721100
The Comedian,2016,R,"['Comedy', 'Drama', 'Romance']",120,40,57.0,6646,1658706
Lettre à Momo,2011,Tous Public,"['Animation', 'Adventure', 'Comedy']",120,65,73.0,6,NaN
Storage 24,2012,R,"['Action', 'Horror', 'Mystery']",87,52,44.0,6,NaN
Dernier été à Staten Island,2015,R,['Comedy'],108,41,56.0,6,NaN
Extra Ordinary,2019,R,"['Comedy', 'Fantasy', 'Horror']",94,72,64.0,6,NaN
Operation Avalanche,2016,R,"['Drama', 'Mystery', 'Thriller']",94,69,61.0,6619,55000
The Remaining,2014,PG-13,"['Drama', 'Horror', 'Mystery']",88,38,43.0,6611,1169603
Just a Kiss,2004,R,"['Drama', 'Romance']",104,65,71.0,6,NaN
Zipper,2015,R,"['Drama', 'Thriller']",112,39,57.0,6,NaN
Family Weekend,2013,R,"['Comedy', 'Drama']",105,35,62.0,6,NaN
Fausta,2009,NaN,"['Drama', 'Music']",95,68,67.0,6598,10376
Un chic type,2010,NaN,"['Comedy', 'Crime', 'Drama']",113,68,69.0,6597,37543
La fièvre du roller,2005,Tous publics,"['Comedy', 'Drama', 'Music']",112,59,61.0,6597,17378977
The Wash,2001,NaN,['Comedy'],96,18,48.0,6595,10097096
Arizona,2018,NaN,"['Comedy', 'Thriller']",85,41,57.0,6,NaN
Les mots retrouvés,2005,Tous publics,"['Drama', 'Family']",104,54,55.0,6592,1180560
Woodlawn,2015,Tous publics,"['Drama', 'Sport']",123,57,65.0,6589,14393862
Killers Anonymous,2019,R,"['Action', 'Crime', 'Mystery']",95,22,51.0,6,NaN
Le médecin de famille,2013,Tous publics,"['Drama', 'History', 'Thriller']",93,62,67.0,6574,414912
Warriors of the Rainbow,2011,NaN,"['Action', 'Drama', 'History']",144,62,75.0,6567,136166
Elizabeth Harvest,2018,R,"['Horror', 'Sci-Fi', 'Thriller']",108,54,58.0,6,NaN
La nuit où on a sauvé Maman,2020,NaN,"['Action', 'Adventure', 'Comedy']",100,46,55.0,6,NaN
Army of One,2016,R,"['Biography', 'Comedy']",92,43,51.0,6,NaN
La misma luna,2007,Tous publics,"['Adventure', 'Drama']",106,59,73.0,6543,12589108
Tumbledown,2015,R,"['Comedy', 'Music', 'Romance']",105,60,62.0,6540,135026
A very Englishman,2013,12,"['Biography', 'Comedy', 'Drama']",101,57,60.0,6539,21252
44 Inch Chest,2009,R,"['Crime', 'Drama']",95,47,58.0,6,NaN
Un conte de Noël,2008,Tous publics,"['Comedy', 'Drama']",150,84,71.0,6528,1060602
Il était une fois un meurtre,2010,12,"['Crime', 'Drama', 'Thriller']",118,72,70.0,6525,99654
Survivre,2020,R,"['Action', 'Drama', 'Thriller']",90,26,48.0,6,NaN
Tu marcheras sur l'eau,2004,R,"['Drama', 'Mystery', 'Thriller']",103,65,73.0,6511,2712736
Here Alone,2016,NaN,"['Drama', 'Horror', 'Sci-Fi']",98,59,56.0,6,NaN
Nine Lives,2005,R,['Drama'],115,80,67.0,6507,478645
Ce que je sais d'elle... d'un simple regard,2000,Tous publics,"['Drama', 'Romance']",109,76,65.0,6,NaN
Tabou,2012,NaN,"['Drama', 'Romance']",118,78,74.0,6,NaN
Vigilante,2018,10,"['Crime', 'Drama', 'Mystery']",91,68,57.0,6,NaN
L'Honneur du Dragon 2,2013,R,['Action'],104,45,53.0,6495,2317
The Last Full Measure,2019,R,"['Drama', 'War']",116,51,67.0,6,NaN
Master Z: The Ip Man Legacy,2018,Not Rated,"['Action', 'Biography', 'Crime']",107,72,65.0,6494,6209454
Shadowboxer,2005,R,"['Action', 'Crime', 'Drama']",93,33,55.0,6494,370627
We Summon the Darkness,2019,R,"['Horror', 'Music', 'Thriller']",91,55,52.0,6,NaN
Girls Attitude: Modes d'emploi,2012,PG-13,"['Comedy', 'Drama']",93,45,56.0,6489,2594878
"Eka & Natia, chronique d'une jeunesse géorgienne",2013,NaN,['Drama'],102,72,76.0,6488,50000
Hateship Loveship,2013,R,"['Drama', 'Romance']",104,59,61.0,6486,50573
The Greasy Strangler,2016,NaN,"['Comedy', 'Horror']",93,58,57.0,6477,43580
Meet the Browns,2008,PG-13,"['Comedy', 'Drama', 'Romance']",100,45,44.0,6477,41939392
Foxtrot,2017,R,['Drama'],113,88,73.0,6475,618883
The Agent,2013,Tous publics,"['Action', 'Thriller']",121,54,66.0,6469,665210
Être sans destin,2005,R,"['Drama', 'Romance', 'War']",140,87,69.0,6468,195888
Le dernier refuge,2013,NaN,"['Comedy', 'Drama']",99,36,55.0,6,NaN
Hé Arnold! Le film,2002,Tous publics,"['Animation', 'Adventure', 'Comedy']",76,47,60.0,6461,13684949
Results,2015,R,"['Comedy', 'Romance']",105,73,54.0,6458,103887
Elles,2011,12,['Drama'],99,50,56.0,6453,157427
The Kid,2019,Tous publics,"['Biography', 'Drama', 'Western']",100,51,59.0,6439,1508593
La Communauté,2016,Tous publics,['Drama'],111,60,64.0,6435,38265
Comment j'ai passé l'été,2010,NaN,['Drama'],130,74,70.0,6431,8109
Time Code,2000,Tous publics,"['Drama', 'Romance']",97,65,61.0,6430,945041
Radioactive,2019,Tous publics,"['Biography', 'Drama', 'Romance']",109,56,62.0,6,NaN
Mystery Road,2013,NaN,"['Crime', 'Drama', 'Thriller']",121,72,66.0,6,NaN
Puzzle,2018,R,['Drama'],103,66,67.0,6415,2032018
Fierce People,2005,R,"['Drama', 'Thriller']",135,54,65.0,6415,85410
Kandahar,2001,Tous publics,"['Biography', 'Drama', 'War']",85,76,68.0,6415,21122
Mara,2018,R,"['Crime', 'Horror', 'Thriller']",98,32,51.0,6,NaN
Les lumières du faubourg,2006,Tous Public,"['Crime', 'Drama']",78,57,68.0,6412,14056
Deliver Us from Eva,2003,R,"['Comedy', 'Drama', 'Romance']",105,46,61.0,6412,17334912
Dummy,2002,R,"['Comedy', 'Drama', 'Romance']",91,48,67.0,6408,71305
Le Testament caché,2016,Tous publics,"['Drama', 'Romance']",108,37,67.0,6,NaN
Contracorriente,2009,NaN,"['Drama', 'Fantasy', 'Romance']",97,76,77.0,6,NaN
Hunted,2008,R,"['Crime', 'Drama', 'Thriller']",86,40,48.0,6,NaN
Captive,2015,PG-13,"['Action', 'Crime', 'Drama']",97,36,54.0,6391,2557668
Haven - L'enfer au paradis,2004,R,"['Crime', 'Drama']",115,37,58.0,6390,136823
Rencontres à Manhattan,2001,Tous publics,"['Comedy', 'Romance']",108,49,64.0,6390,2402459
Winnie l'ourson et l'éfélant,2005,Tous Public,"['Animation', 'Comedy', 'Family']",68,64,64.0,6387,18098433
Mad Love in New York,2014,12,"['Crime', 'Drama']",97,75,68.0,6386,80015
Old Joy,2006,NaN,['Drama'],76,84,68.0,6380,255352
"Jindabyne, Australie",2006,R,"['Crime', 'Drama', 'Mystery']",123,65,63.0,6379,399879
Perrier's Bounty,2009,R,"['Action', 'Comedy', 'Crime']",88,47,64.0,6375,828
Ma mère,2004,16,"['Drama', 'Romance']",110,35,51.0,6373,70395
The Infidel,2010,NaN,"['Comedy', 'Drama']",105,57,64.0,6,NaN
Été 93,2017,Tous publics,"['Drama', 'Family']",97,81,72.0,6362,183570
What Keeps You Alive,2018,R,"['Horror', 'Thriller']",98,66,57.0,6,NaN
Le livre de Jérémie,2004,16,['Drama'],98,27,64.0,6355,29058
Sunshine on Leith,2013,Tous Public,"['Comedy', 'Drama', 'Musical']",100,66,66.0,6,NaN
Le virtuose,2014,Tous publics,"['Drama', 'Music']",103,51,67.0,6,NaN
Uncertainty,2008,NaN,"['Drama', 'Romance', 'Thriller']",101,45,58.0,6349,36230
En toute humilité: The Humbling,2014,R,"['Comedy', 'Drama', 'Romance']",112,59,56.0,6,NaN
Córki dancingu,2015,NaN,"['Drama', 'Fantasy', 'Horror']",92,72,63.0,6340,98818
"Sami, une jeunesse en Laponie",2016,NaN,"['Drama', 'History']",110,79,73.0,6,NaN
Traqueur de croco en mission périlleuse,2002,Tous publics,"['Action', 'Adventure', 'Comedy']",90,50,54.0,6338,28399192
L'affaire Farewell,2009,NaN,"['Drama', 'Romance', 'Thriller']",113,74,70.0,6,NaN
The Clapper,2017,R,"['Comedy', 'Drama']",89,21,51.0,6,NaN
The Good Doctor,2011,PG-13,"['Drama', 'Thriller']",91,52,55.0,6329,4106
The Dirties,2013,NaN,"['Comedy', 'Crime', 'Drama']",83,65,69.0,6,NaN
Beautiful Boy,2010,R,['Drama'],100,62,66.0,6303,77247
Series 7: The Contenders,2001,R,"['Comedy', 'Thriller']",86,55,65.0,6300,171478
Support the Girls,2018,R,"['Comedy', 'Drama']",93,85,64.0,6294,129124
Fulltime killer,2001,12,"['Action', 'Crime', 'Drama']",102,54,69.0,6284,14992
Jimi: All Is by My Side,2013,R,"['Biography', 'Drama', 'Music']",118,66,57.0,6283,323032
Juwanna Mann,2002,Tous publics,"['Comedy', 'Drama', 'Romance']",91,24,47.0,6283,13571817
Rupture,2016,NaN,"['Horror', 'Sci-Fi', 'Thriller']",102,35,48.0,6,NaN
Adam Serial Lover,2000,R,"['Comedy', 'Romance']",97,64,58.0,6279,151559
Mambo Italiano,2003,R,"['Comedy', 'Drama', 'Romance']",88,41,67.0,6277,6239558
The Caveman's Valentine,2001,R,"['Crime', 'Drama', 'Music']",105,44,58.0,6277,687194
Aferim!,2015,Tous publics,"['Adventure', 'Comedy', 'Drama']",108,84,76.0,6271,104706
The Keeping Room,2014,R,"['Drama', 'Western']",95,58,60.0,6271,27166
Barry,2016,NaN,"['Biography', 'Drama']",104,72,58.0,6,NaN
Sleep Dealer,2008,PG-13,"['Drama', 'Romance', 'Sci-Fi']",90,59,60.0,6269,75727
Balle Perdue,2020,13,"['Action', 'Crime', 'Thriller']",92,78,62.0,6,NaN
Appelez-moi Kubrick,2005,NaN,"['Comedy', 'Drama']",86,57,61.0,6263,70677
The Moth Diaries,2011,R,"['Drama', 'Fantasy', 'Horror']",82,38,49.0,6262,3838
